Certificate Number,Certificate
DE_HE_01_GMP_2019_0226,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.6  Other: nasal spray(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.3  Chemical/Physical
UK API 28255 Insp GMP 28255/123039-0012,
UK MIA 28255 Insp GMP 28255/123039-0012,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.11  Semi-solids 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.4.1.4  Other: Manufacture API's(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
UK MIA 39307 Insp GMP/GDP 39307/303632-0041,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation
UK ManA 28255 Insp GMP 28255/123039-0012,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.17  Other: Traditional Herbal products(en) 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.4.1.4  Other: Hopguard, Liquid topical ectoparasitic for bees (minor use, minor species)(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical"
VMDGMP/M081/2019,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.15  Intraruminal devices 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.15  Intraruminal devices 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
19MPP074HPT01,
DE_BW_01_GMP_2020_0062,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms 1.2.1.13  Tablets 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.8  Other solid dosage forms 1.5.1.13  Tablets 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
DE_HE_01_GMP_2019_0235,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human Plasma for fractionation(en)
DE_HH_01_GMP_2020_0010,
IT/E/API/1/2020,
IT/E/API/2/2020,
IT/GMP/E/7/2019,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.6  Other: Aseptic blending of powders(en) Special Requirements               : 1  B-lactam Antibiotics 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.3  Chemical/Physical
NL/H 19/2015836,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.13  Tablets 1.2.1.17  Other: Granules for oral suspension(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.8  Other solid dosage forms: Granules for oral suspension(en) 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
OGYÉI/29500-2/2021,
OGYÉI/45080-6/2019,
UK GMP 32874 Insp GMP 32874/444644-0006,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK MIA(IMP) 25076 Insp IMP 25076/331469-0012,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.4  Impregnated matrices 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms 1.2.1.9  Pressurised preparations 1.2.1.11  Semi-solids 1.2.1.12  Suppositories 1.2.1.14  Transdermal patches 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.8  Other solid dosage forms 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical
sukls209782/2019,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.17  Other: nasal spray(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.17  Other non-sterile medicinal products: nasal spray(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
DE_HE_01_GMP_2019_0234,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human Plasma for fractionation(en)
DE_HE_01_GMP_2019_0256,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human plasma for fractionation(en)
DE_HE_01_GMP_2020_0005,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human Plasma for fractionation(en)
UK GMP 31047 Insp GMP/IMP 31047/343945-0014 [H],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.1.4  Biological
UK GMP 31047 Insp GMP/IMP 31047/343945-0014 [V],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.1.4  Biological
UK MIA 11311 Insp GMP/GDP 11311/16282866-0005,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
UK MIA 41013 Insp GMP 41013/12691111-0004,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
UK MIA 4351 Insp GMP/IMP 4351/15302-0030,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.5  Liquids for external use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.6  Liquids for internal use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.11  Semi-solids Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.12  Suppositories Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.13  Tablets Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.17  Other: Filling of Powders(en) 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.2  Batch Certification (list of product types) 1.3.2.2  Immunological products 1.3.2.5  Biotechnology products 1.3.2.6  Human or animal extracted products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.5  Liquids for external use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.6  Liquids for internal use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.11  Semi-solids Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.12  Suppositories Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.13  Tablets Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.17  Other non-sterile medicinal products: Filling of powders(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing"
UK MIA(IMP) 11412 Insp GMP/IMP 11412/4348964-0002,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.6  Other: Human Serum(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.3.1.3  Cell therapy products 1.3.1.8  Other: Tissue engineered products(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
UK MIA(IMP) 13101 Insp IMP 13101/21095-0008,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.1.4  Small volume liquids 1.1.1.6  Other: Formulation/Reconstitution of biologicals and peptide hormones with subsequent manufacture of small(en) 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms 1.2.1.17  Other: Radiolabelled substances e.g. liquids, solid dosage forms and capsules(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.8  Other: Packaging of immunological and biotechnology products. Packaging of human or animal extracted produc(en) 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Radiolabelled substances e.g. e.g. liquid and solid dosage forms.(en) 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.3  Chewing gums 1.5.1.4  Impregnated matrices 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms 1.5.1.11  Semi-solids 1.5.1.12  Suppositories 1.5.1.13  Tablets 1.5.1.14  Transdermal patches 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.2  Immunological products 2.2.3.5  Biotechnology products 2.2.3.6  Human or animal extracted products 2.3  Other importation activities 2.3.1  Site of physical importation"
