Certificate Number,Certificate
UK MIA(IMP) 4351 Insp GMP/IMP 4351/15302-0030,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.5  Liquids for external use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.6  Liquids for internal use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.11  Semi-solids Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.12  Suppositories Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.13  Tablets Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.17  Other: Capsules Hard Shell - encapsulation of cytotoxic tablets, Filling of Powders.(en) 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.5  Liquids for external use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.6  Liquids for internal use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.11  Semi-solids Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.12  Suppositories Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.13  Tablets Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.17  Other non-sterile medicinal products: Filling of powders. Capsule hard shells encapsulation of cytotoxic tablets(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.1  Blood products 2.2.3.2  Immunological products 2.2.3.5  Biotechnology products 2.2.3.6  Human or animal extracted products 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing"
UK ManA 4351 Insp GMP/IMP 4351/15302-0030,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.5  Liquids for external use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.6  Liquids for internal use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.11  Semi-solids Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.1.13  Tablets Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.5  Liquids for external use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.6  Liquids for internal use Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.11  Semi-solids Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.1.13  Tablets Special Requirements               : 7  Other: Inclusion of Potent, Toxic Compounds(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing"
19MPP084HPT01,
UK MIA 18024 Insp GMP/IMP 18024/10321-0017,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.3  Other importation activities 2.3.1  Site of physical importation
UK MIA(IMP) 18024 Insp GMP/IMP 18024/10321-0017,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.6  Liquids for internal use 1.2.1.17  Other: Oro-mucosal sprays.(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation"
VMDGMP/T082/2019,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.4  Biological
DE_HE_01_GMP_2019_0205,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human Plasma for fractionation(en)
DE_HE_01_GMP_2019_0253,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human plasma for fractionation(en)
UK API 29350 Insp GMP 29350/6523-0009 [H],
UK API 8931 Insp GMP 8931/646098-0006 [H],
UK API 8931 Insp GMP 8931/646098-0006 [V],
UK MIA 14704 Insp GMP 14704/5493-0016,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms 1.2.1.13  Tablets 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical"
UK MIA 29498 Insp GMP 29498/13540451-0002,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
UK MIA 43461 Insp GMP 43461/18810009-0001,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
UK ManA 14704 Insp GMP 14704/5493-0016,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms 1.2.1.13  Tablets 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical"
UK ManA 29498 Insp GMP 29498/13540451-0002,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products
UK GMP 22775 Insp GMP/IMP 22775/31008-0006 [H],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility
UK GMP 22775 Insp GMP/IMP 22775/31008-0006 [V],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility
UK MIA 1175 Insp GMP 1175/2404-0019,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.11  Semi-solids 1.2.1.17  Other: Solid non-sterile multi-dose forms (including powders and granules) Pillules(en) 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.4.1.2  Homoeopathic products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.11  Semi-solids 1.5.1.17  Other non-sterile medicinal products: Solid non-sterile multi-dose forms (including powders and granules) Pillules(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.4  Other: homeopathic and herbal medicines(en)
OGYÉI/47056-6/2019,
19MPP083HPT01,
BE/GMP/2019/067,
FT043/SA/001/2020,
DE_BY_04_GMP_2020_0066,
DE_HE_01_GMP_2019_0204,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human Plasma for fractionation(en)
DE_HE_01_GMP_2019_0255,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human plasma for fractionation(en)
FT078/MH/001/2020,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms: Sachets(en) 1.2.1.13  Tablets 1.2.1.17  Other: Granules and pellets for further processing(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.8  Other solid dosage forms: Sachets(en) 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
MT/028HM/2020,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
DE_HE_01_GMP_2019_0252,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human plasma for fractionation(en)
DE_HE_01_GMP_2021_0107,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological
DE_SH_01_GMP_2020_0001,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.17  Other: Surgident Gingival Retraction cord No. 1  Surgident Gingival Retraction cord No. 2  Surgident Gingival Retraction cord No. 3  Surgident Gingival Retraction cord No. 4(en)
Insp GMP 31201/349094-0009 NCR,"1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.2.1.17  Other: Dry Powder for Oral Suspension(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.13  Tablets 1.5.1.17  Other non-sterile medicinal products: Dry Powder for Oral Suspension(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK GMP 31201 Insp GMP 31201/349094-0009,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.2.1.17  Other: Dry Powder for Oral Suspension(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.8  Other: Beta - Lactum Products(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility"
UK MIA 30619 Insp GMP/GDP 30619/13757321-0006,2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.2  Importation of intermediate which undergoes further processing
UK MIA(IMP) 25224 Insp IMP 25224/89442-0012,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.4  Gene therapy products 1.3.1.5  Biotechnology products 1.3.1.8  Other: Recombinant Proteins(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.4  Biological 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.4  Biological 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.3  Biological medicinal products 2.2.3.4  Gene therapy products 2.2.3.5  Biotechnology products 2.2.3.8  Other: Recombinant Proteins(en)
VMDGMP/M076/2019,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Biological(en)
DE_HE_01_GMP_2019_0250,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.4  Other: Biological active starting materials: human plasma for fractionation(en)
UK GMP 20003 Insp GMP 20003/117007-0011,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.13  Tablets 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.11  Semi-solids 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
VMDGMP/M078/2019,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.13  Tablets 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
UK GMP 42546 Insp GMP 42546/14193-0009,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.4  Impregnated matrices 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.4  Impregnated matrices 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
UK GMP 44139 Insp GMP 20752/13875-0013,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.1  Large volume liquids 1.1.2.3  Small volume liquids 1.1.2.5  Other: Emulsions(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.4.2.3  Moist heat 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
UK MIA 44403 Insp GMP/IMP 44403/13167-0027,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.1.5  Biotechnology products 1.3.1.8  Other: Botulinum Toxins and Toxoids Bacterial Enzymes (Erwinia L-asparaginase) Bacterial Toxoids(en) 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
DE_BY_05_GMP_2020_0019,
482722-0002,
